"","Cap1","Cap2","Time","Distance"
"15437",100,218,745,3.39663520426849
"15439",116,218,745,0.959562116081522
"15441",218,255,745,3.67127697916441
"15446",376,218,746,6.17503099166604
"15451",742,218,746,4.21747982300246
"15455",436,218,746,1.68021099423488
"15458",100,218,746,3.39663520426849
"15460",116,218,746,0.959562116081522
"15462",218,255,746,3.67127697916441
"15467",376,218,747,6.22546928338431
"15472",742,218,747,4.19811217031347
"15476",436,218,747,1.84335584216953
"15479",100,218,747,3.38105672369144
"15481",116,218,747,0.791019202749749
"15483",218,255,747,3.67777093522037
"15488",376,218,748,6.22546928338431
"15493",742,218,748,4.19735098272936
"15497",436,218,748,2.06144436577972
"15500",100,218,748,3.37004475219136
"15502",116,218,748,0.639734004020662
"15504",218,255,748,3.53066707428664
"15509",376,218,749,6.08756522916584
"15514",742,218,749,4.15930161052486
"15518",436,218,749,2.0823636307343
"15521",100,218,749,3.31698275663932
"15523",116,218,749,0.534610475591817
"15525",218,255,749,3.24040899843797
"15530",376,218,750,5.87323865416514
"15535",742,218,750,3.97894905273691
"15539",436,218,750,2.19544696460109
"15542",100,218,750,3.21586833691036
"15544",116,218,750,0.693183783070918
"15546",218,255,750,2.39162457489146
"15551",376,218,751,5.47399455466688
"15556",742,218,751,4.00477234841902
"15560",436,218,751,2.28843363252676
"15563",100,218,751,3.18898954551657
"15565",116,218,751,1.01511623243706
"15567",218,255,751,1.73766803728204
"15572",376,218,752,5.27072020164693
"15577",742,218,752,3.98465709252176
"15581",436,218,752,2.71111430904803
"15584",100,218,752,3.15594096546244
"15586",116,218,752,1.10138771441486
"15588",218,255,752,1.44644874026873
"15593",376,218,753,5.07023115140267
"15598",742,218,753,4.00832488387917
"15602",436,218,753,2.70568546309895
"15605",100,218,753,3.14747344799936
"15607",116,218,753,1.29245097460174
"15609",218,255,753,1.35452229705716
"15614",376,218,754,4.95564161785021
"15619",742,218,754,3.94631680559544
"15623",436,218,754,3.08724283452485
"15626",100,218,754,2.95880815367016
"15628",116,218,754,1.44118188683767
"15630",218,255,754,1.31318208471826
"15635",376,218,755,5.30852897057038
"15640",742,218,755,4.17092577967638
"15644",436,218,755,3.32430966001199
"15647",100,218,755,2.96931807796605
"15649",116,218,755,1.38562932629906
"15651",218,255,755,1.3827047272896
"15656",376,218,756,5.39076826041307
"15661",742,218,756,4.33848071387681
"15665",436,218,756,3.49680169361389
"15668",100,218,756,2.97527217245145
"15670",116,218,756,1.33458793035304
"15672",218,255,756,1.37269282149212
"15677",376,218,757,5.61090587848262
"15682",742,218,757,4.64189213137283
"15686",436,218,757,3.55192028264726
"15689",100,218,757,2.96067952083572
"15691",116,218,757,1.04135785066614
"15693",218,255,757,1.45665135697462
"15698",376,218,758,5.66749900663695
"15703",742,218,758,4.70668734096296
"15707",436,218,758,3.55192028264726
"15710",100,218,758,2.96029340570424
"15712",116,218,758,0.72476055466685
"15714",218,255,758,1.33343516654692
"15719",376,218,759,5.85748714957184
"15724",742,218,759,4.79617187838895
"15728",436,218,759,3.66718254863444
"15731",100,218,759,2.92486498753088
"15733",116,218,759,0.676903746407124
"15735",218,255,759,1.43755465653484
"15740",376,218,760,5.75217648726208
"15745",742,218,760,4.82153336682108
"15749",436,218,760,3.61908436464377
"15752",100,218,760,2.73679573301717
"15754",116,218,760,0.806789169635414
"15756",218,255,760,1.51734037097811
"15761",376,218,761,5.75577950144989
"15766",742,218,761,4.99987611493465
"15770",436,218,761,3.62410989385104
"15773",100,218,761,2.73787755430388
"15775",116,218,761,0.717738050497785
"15777",218,255,761,1.40924065848421
"15782",376,218,762,5.76477648039634
"15787",742,218,762,5.0217698861271
"15791",436,218,762,3.63606385664622
"15794",100,218,762,2.74111367279086
"15796",116,218,762,0.862135926888771
"15798",218,255,762,0.982499489312844
"15803",376,218,763,5.61448277667024
"15808",742,218,763,4.9242373661891
"15812",436,218,763,3.70215691597331
"15815",100,218,763,2.57993676204689
"15817",116,218,763,0.850114802266353
"15819",218,255,763,0.842956816450878
"15824",376,218,764,5.37587442279276
"15829",742,218,764,4.81721334252723
"15833",436,218,764,3.22776245501623
"15836",100,218,764,2.68573654320092
"15838",116,218,764,1.21107000545396
"15840",218,255,764,0.529214944254232
"15845",376,218,765,5.37587442279276
"15850",742,218,765,4.81991751352483
"15854",436,218,765,3.22720898840041
"15857",100,218,765,2.68573654320092
"15859",116,218,765,1.26252061842183
"15861",218,255,765,0.560544234848607
"15866",376,218,766,5.39278431391776
"15871",742,218,766,5.07187034816688
"15875",436,218,766,3.1967987498944
"15878",100,218,766,2.70594511270735
"15880",116,218,766,1.30798835982598
"15882",218,255,766,0.723384264199333
"15887",376,218,767,5.39673789416694
"15892",742,218,767,5.06807572893445
"15896",436,218,767,3.17860713438298
"15899",100,218,767,2.70594511270735
"15901",116,218,767,1.30798835982598
"15903",218,255,767,0.725325454165515
"15908",376,218,768,5.40641044512544
"15913",742,218,768,5.07188838048142
"15917",436,218,768,3.17885296977548
"15920",100,218,768,2.70764332486478
"15922",116,218,768,1.3088119340227
"15924",218,255,768,0.807325079219276
"15929",376,218,769,5.44853639391914
"15934",742,218,769,5.11341338673908
"15938",436,218,769,3.19477195373166
"15941",100,218,769,2.75046234743608
"15943",116,218,769,1.35066365688293
"15945",218,255,769,0.838832043937528
"15950",376,218,770,5.57103460455482
"15955",742,218,770,5.43904992518898
"15959",436,218,770,3.30497032206225
"15962",100,218,770,2.90625541815069
"15964",116,218,770,1.41807992218078
"15966",218,255,770,0.955169536010362
"15971",376,218,771,5.67733559345759
"15976",742,218,771,5.45895307625526
"15980",436,218,771,3.32408411125393
"15983",100,218,771,2.95579424741338
"15985",116,218,771,1.44100877064049
"15987",218,255,771,0.982247081993533
"15992",376,218,772,5.73659102533008
"15997",742,218,772,5.45895307625526
"16001",436,218,772,3.32408411125393
"16004",100,218,772,2.9718596147506
"16006",116,218,772,1.48650470472273
"16008",218,255,772,0.98505818700461
