experiment,contact_duration,cap_ID,infected,distance,time
1,6h,100,0,1.748314857,1
1,6h,100,0,1.96307614,1
1,6h,100,0,1.967351464,1
1,6h,100,0,1.331907225,1
1,6h,100,0,1.622182067,1
1,6h,100,0,1.824187605,1
1,6h,100,0,1.42387298,1
1,6h,100,0,1.25252414,1
1,6h,100,0,1.402936126,1
1,6h,100,0,1.030815704,1
1,6h,100,0,0.864573897,1
1,6h,100,0,1.170974611,1
1,6h,100,0,1.187827572,1
1,6h,100,0,1.616300436,1
1,6h,100,0,1.424205367,1
1,6h,100,0,1.997203495,1
1,6h,100,0,1.76110397,1
1,6h,100,0,1.913006277,1
1,6h,100,0,1.130499846,1
1,6h,100,0,1.27368955,1
1,6h,100,0,1.73114424,1
1,6h,100,0,1.28546321,1
1,6h,100,0,1.175740854,1
1,6h,100,0,1.392307134,1
1,6h,100,0,1.784888895,1
1,6h,100,0,1.850039318,1
1,6h,100,0,1.769155476,1
1,6h,100,0,1.39184426,1
1,6h,100,0,1.963659658,1
1,6h,100,0,1.500744366,1
1,6h,100,0,1.093553414,1
1,6h,100,0,1.465136666,1
1,6h,100,0,1.919733446,1
1,6h,100,0,1.242344367,1
1,6h,100,0,1.79402258,1
1,6h,100,0,1.054203459,1
1,6h,100,0,1.283131406,1
1,6h,100,0,1.605378422,1
1,6h,100,0,1.975100868,1
1,6h,100,0,1.665810681,1
1,6h,116,0,1.268335705,5
1,6h,116,0,1.635990603,3
1,6h,116,0,0.854542157,3
1,6h,116,0,1.153007276,3
1,6h,116,0,1.587799433,2
1,6h,116,0,0.90018215,2
1,6h,116,0,1.13005806,2
1,6h,116,0,1.367503143,2
1,6h,116,0,1.383359936,2
1,6h,116,0,1.608832509,2
1,6h,116,0,1.8235224,2
1,6h,116,0,1.578214984,2
1,6h,116,0,0.73873393,2
1,6h,116,0,1.129387239,2
1,6h,116,0,0.595407285,2
1,6h,116,0,1.134501763,2
1,6h,116,0,1.046343991,2
1,6h,116,0,0.600401189,2
1,6h,116,0,1.760904715,2
1,6h,116,0,0.938027876,1
1,6h,116,0,0.572539573,1
1,6h,116,0,0.704069561,1
1,6h,116,0,0.971938405,1
1,6h,116,0,1.976967546,1
1,6h,116,0,0.855847412,1
1,6h,116,0,1.649689494,1
1,6h,116,0,1.496408698,1
1,6h,116,0,1.490179978,1
1,6h,116,0,1.945778262,1
1,6h,116,0,1.083340464,1
1,6h,116,0,1.820161869,1
1,6h,116,0,1.008619347,1
1,6h,116,0,0.899992411,1
1,6h,116,0,1.802938343,1
1,6h,116,0,1.564922181,1
1,6h,116,0,1.063929898,1
1,6h,116,0,1.276825175,1
1,6h,116,0,1.754362234,1
1,6h,116,0,1.962050241,1
1,6h,116,0,0.788250716,1
1,6h,116,0,1.165415655,1
1,6h,116,0,0.795112074,1
1,6h,116,0,1.461079687,1
1,6h,116,0,1.083336339,1
1,6h,116,0,1.342341242,1
1,6h,116,0,1.618652845,1
1,6h,116,0,1.168976628,1
1,6h,116,0,1.896741294,1
1,6h,116,0,0.973687446,1
1,6h,116,0,1.09088464,1
1,6h,116,0,0.889800336,1
1,6h,116,0,1.564228561,1
1,6h,116,0,1.281738916,1
1,6h,116,0,1.551441765,1
1,6h,116,0,1.234071574,1
1,6h,116,0,1.497403201,1
1,6h,116,0,1.269437172,1
1,6h,116,0,1.477360632,1
1,6h,116,0,1.623965555,1
1,6h,116,0,1.225920648,1
1,6h,116,0,1.772124852,1
1,6h,116,0,1.36655794,1
1,6h,116,0,0.93299912,1
1,6h,116,0,1.046930955,1
1,6h,116,0,1.174242883,1
1,6h,116,0,1.655238187,1
1,6h,116,0,1.829180011,1
1,6h,116,0,1.838422534,1
1,6h,116,0,1.421189723,1
1,6h,116,0,1.689445287,1
1,6h,116,0,1.429016312,1
1,6h,116,0,1.588055036,1
1,6h,116,0,1.43069656,1
1,6h,116,0,1.776389504,1
1,6h,116,0,1.939689505,1
1,6h,116,0,1.597791444,1
1,6h,116,0,0.903542421,1
1,6h,116,0,1.889081813,1
1,6h,116,0,1.932197926,1
1,6h,116,0,1.207099561,1
1,6h,116,0,1.470538645,1
1,6h,116,0,1.614630261,1
1,6h,116,0,1.946314626,1
1,6h,116,0,1.284705802,1
1,6h,116,0,1.719600972,1
1,6h,116,0,1.504466053,1
1,6h,116,0,0.685673235,1
1,6h,116,0,0.830451347,1
1,6h,116,0,0.588238837,1
1,6h,116,0,1.962631571,1
1,6h,116,0,1.070490166,1
1,6h,116,0,1.290784307,1
1,6h,116,0,1.835003412,1
1,6h,116,0,1.132028423,1
1,6h,116,0,0.701544305,1
1,6h,116,0,0.456407274,1
1,6h,116,0,1.044986128,1
1,6h,116,0,0.824012644,1
1,6h,116,0,1.112801063,1
1,6h,116,0,1.763600025,1
1,6h,116,0,1.984980366,1
1,6h,116,0,1.450811178,1
1,6h,116,0,1.321968653,1
1,6h,116,0,1.303201023,1
1,6h,116,0,0.935177373,1
1,6h,116,0,1.121731982,1
1,6h,116,0,0.626101967,1
1,6h,116,0,1.674516023,1
1,6h,116,0,0.396603686,1
1,6h,116,0,0.528086039,1
1,6h,116,0,1.297886041,1
1,6h,116,0,1.044070478,1
1,6h,116,0,1.828928169,1
1,6h,116,0,1.556855651,1
1,6h,116,0,0.713378414,1
1,6h,116,0,0.418392734,1
1,6h,116,0,0.769838829,1
1,6h,116,0,0.915334863,1
1,6h,116,0,0.788128267,1
1,6h,116,0,1.528703246,1
1,6h,116,0,1.745664336,1
1,6h,116,0,1.547040823,1
1,6h,116,0,1.009510758,1
1,6h,116,0,0.638244925,1
1,6h,116,0,1.938012075,1
1,6h,116,0,0.874938117,1
1,6h,116,0,1.028785408,1
1,6h,116,0,0.662894736,1
1,6h,116,0,0.536479525,1
1,6h,116,0,1.288384147,1
1,6h,116,0,1.780492856,1
1,6h,116,0,1.034803357,1
1,6h,116,0,1.312962035,1
1,6h,116,0,1.414490655,1
1,6h,116,0,1.26780967,1
1,6h,116,0,1.869899038,1
1,6h,116,0,1.628066696,1
1,6h,116,0,1.443774702,1
1,6h,116,0,0.800382611,1
1,6h,116,0,0.978154904,1
1,6h,116,0,1.614162318,1
1,6h,116,0,1.584587553,1
1,6h,116,0,1.202288709,1
1,6h,116,0,1.048140156,1
1,6h,116,0,1.733346981,1
1,6h,116,0,1.872367485,1
1,6h,116,0,0.498337052,1
1,6h,116,0,1.386525522,1
1,6h,116,0,1.743470413,1
1,6h,116,0,1.492674315,1
1,6h,255,0,1.0903986,11
1,6h,255,0,1.76649357,11
1,6h,255,0,1.765077859,10
1,6h,255,0,1.747430051,10
1,6h,255,0,1.251626189,8
1,6h,255,0,1.139878513,6
1,6h,255,0,1.402780423,5
1,6h,255,0,1.023187369,5
1,6h,255,0,1.254235132,4
1,6h,255,0,1.489826979,3
1,6h,255,0,1.277382733,3
1,6h,255,0,1.149132873,3
1,6h,255,0,1.896672379,3
1,6h,255,0,1.769330281,3
1,6h,255,0,1.136011296,3
1,6h,255,0,1.152550042,3
1,6h,255,0,1.771711716,2
1,6h,255,0,0.949993877,2
1,6h,255,0,1.307388614,2
1,6h,255,0,0.951774746,2
1,6h,255,0,1.59792372,2
1,6h,255,0,1.627376606,2
1,6h,255,0,1.918471127,2
1,6h,255,0,1.411628329,2
1,6h,255,0,1.425690886,2
1,6h,255,0,1.926106932,2
1,6h,255,0,0.662922502,2
1,6h,255,0,1.262126981,1
1,6h,255,0,1.710548729,1
1,6h,255,0,0.961782119,1
1,6h,255,0,1.796041607,1
1,6h,255,0,1.26255292,1
1,6h,255,0,1.832881302,1
1,6h,255,0,1.983448446,1
1,6h,255,0,1.786511714,1
1,6h,255,0,1.809799224,1
1,6h,255,0,1.652099624,1
1,6h,255,0,1.821729669,1
1,6h,255,0,1.81989432,1
1,6h,255,0,1.915893495,1
1,6h,255,0,1.480733244,1
1,6h,255,0,1.623536637,1
1,6h,255,0,1.79948586,1
1,6h,255,0,1.872972492,1
1,6h,255,0,1.79349799,1
1,6h,255,0,1.613506367,1
1,6h,255,0,1.868300943,1
1,6h,255,0,1.699517547,1
1,6h,255,0,1.087945399,1
1,6h,255,0,0.900656934,1
1,6h,255,0,1.33939007,1
1,6h,255,0,1.219491973,1
1,6h,255,0,1.679683529,1
1,6h,255,0,1.406765702,1
1,6h,255,0,1.87689759,1
1,6h,255,0,1.725264244,1
1,6h,255,0,1.870507125,1
1,6h,255,0,1.678150882,1
1,6h,255,0,1.541984935,1
1,6h,255,0,1.781395347,1
1,6h,255,0,1.035266339,1
1,6h,255,0,1.981410933,1
1,6h,255,0,1.350995838,1
1,6h,255,0,1.134025708,1
1,6h,255,0,1.271551134,1
1,6h,255,0,1.541749706,1
1,6h,255,0,1.427678874,1
1,6h,255,0,1.429572223,1
1,6h,255,0,1.324082928,1
1,6h,255,0,1.521111566,1
1,6h,255,0,1.93713919,1
1,6h,255,0,1.683328163,1
1,6h,255,0,1.506884786,1
1,6h,255,0,1.346983545,1
1,6h,255,0,1.577189508,1
1,6h,255,0,1.300284099,1
1,6h,255,0,1.404229591,1
1,6h,255,0,1.129549312,1
1,6h,255,0,1.02836404,1
1,6h,255,0,1.33207096,1
1,6h,255,0,1.201796026,1
1,6h,255,0,1.817422573,1
1,6h,255,0,1.991685267,1
1,6h,255,0,1.788588098,1
1,6h,255,0,1.814222197,1
1,6h,255,0,1.837632387,1
1,6h,255,0,1.730776216,1
1,6h,255,0,1.770226439,1
1,6h,255,0,1.440221053,1
1,6h,255,0,1.2904084,1
1,6h,255,0,1.544332952,1
1,6h,255,0,0.994971369,1
1,6h,255,0,1.198197612,1
1,6h,255,0,1.363574631,1
1,6h,255,0,1.533125479,1
1,6h,255,0,1.762727314,1
1,6h,255,0,0.725260069,1
1,6h,255,0,1.686312937,1
1,6h,255,0,1.886294016,1
1,6h,255,0,1.963564128,1
1,6h,255,0,1.149618182,1
1,6h,255,0,1.000829207,1
1,6h,255,0,1.059149929,1
1,6h,255,0,1.366714813,1
1,6h,255,0,0.945234821,1
1,6h,255,0,1.15755394,1
1,6h,255,0,1.860513888,1
1,6h,255,0,1.272771844,1
1,6h,255,0,1.601398963,1
1,6h,255,0,1.222056738,1
1,6h,255,0,1.723167662,1
1,6h,255,0,1.859504951,1
1,6h,255,0,0.974479101,1
1,6h,255,0,1.244089055,1
1,6h,255,0,1.424741874,1
1,6h,255,0,1.183384619,1
1,6h,255,0,1.033641203,1
1,6h,255,0,1.756949415,1
1,6h,255,0,1.578108691,1
1,6h,449,0,1.086649318,13
1,6h,449,0,1.560343486,7
1,6h,449,0,1.869645548,7
1,6h,449,0,1.338887636,5
1,6h,449,0,0.679288087,4
1,6h,449,0,1.001677849,4
1,6h,449,0,1.894934574,4
1,6h,449,0,1.061547368,3
1,6h,449,0,0.74702703,3
1,6h,449,0,1.363162102,3
1,6h,449,0,0.839213268,2
1,6h,449,0,1.356738958,2
1,6h,449,0,1.155330539,2
1,6h,449,0,1.476212376,2
1,6h,449,0,1.078250551,2
1,6h,449,0,0.703495844,2
1,6h,449,0,0.87683888,2
1,6h,449,0,1.516127367,2
1,6h,449,0,1.093404874,2
1,6h,449,0,0.8117163,2
1,6h,449,0,1.681868479,2
1,6h,449,0,1.191645023,2
1,6h,449,0,1.052743461,2
1,6h,449,0,1.901478789,2
1,6h,449,0,1.361353716,2
1,6h,449,0,1.36793746,1
1,6h,449,0,1.805450081,1
1,6h,449,0,1.61727956,1
1,6h,449,0,1.299426806,1
1,6h,449,0,1.053141623,1
1,6h,449,0,1.067073385,1
1,6h,449,0,1.73534356,1
1,6h,449,0,1.454416542,1
1,6h,449,0,1.922650711,1
1,6h,449,0,1.951081174,1
1,6h,449,0,1.992092182,1
1,6h,449,0,1.662042167,1
1,6h,449,0,1.331984295,1
1,6h,449,0,0.911143493,1
1,6h,449,0,1.215220614,1
1,6h,449,0,1.79374883,1
1,6h,449,0,1.839820821,1
1,6h,449,0,1.024748222,1
1,6h,449,0,1.430982964,1
1,6h,449,0,1.45645815,1
1,6h,449,0,1.446400342,1
1,6h,449,0,1.087171759,1
1,6h,449,0,1.754825971,1
1,6h,449,0,1.331043758,1
1,6h,449,0,1.848628381,1
1,6h,449,0,0.972676693,1
1,6h,449,0,0.897031832,1
1,6h,449,0,1.219358849,1
1,6h,449,0,1.545559413,1
1,6h,449,0,1.365797958,1
1,6h,449,0,1.89184051,1
1,6h,449,0,1.947198497,1
1,6h,449,0,1.950614415,1
1,6h,449,0,1.804795932,1
1,6h,449,0,1.044708474,1
1,6h,449,0,1.791127549,1
1,6h,449,0,1.308056836,1
1,6h,449,0,0.945657282,1
1,6h,449,0,1.672697186,1
1,6h,449,0,0.421681162,1
1,6h,449,0,0.44318776,1
1,6h,449,0,0.7651042,1
1,6h,449,0,1.141557187,1
1,6h,449,0,1.275276942,1
1,6h,449,0,1.375746241,1
1,6h,449,0,1.690259856,1
1,6h,449,0,0.953656181,1
1,6h,449,0,1.746409789,1
1,6h,449,0,0.818281036,1
1,6h,449,0,0.987432558,1
1,6h,449,0,0.548327284,1
1,6h,449,0,0.708022354,1
1,6h,449,0,1.355519509,1
1,6h,449,0,1.697734308,1
1,6h,449,0,1.547172348,1
1,6h,449,0,1.379107498,1
1,6h,449,0,1.936167965,1
1,6h,449,0,1.410209016,1
1,6h,449,0,1.58499342,1
1,6h,449,0,1.350079613,1
1,6h,449,0,1.698551928,1
1,6h,449,0,1.930958224,1
1,6h,449,0,1.619286972,1
1,6h,449,0,1.571084809,1
1,6h,449,0,1.063118024,1
1,6h,449,0,1.776048444,1
1,6h,449,0,1.715268964,1
1,6h,3008,0,1.862570985,6
1,6h,3008,0,1.784067106,3
1,6h,3008,0,1.105702576,3
1,6h,3008,0,1.669701801,3
1,6h,3008,0,1.755308563,3
1,6h,3008,0,0.862924235,3
1,6h,3008,0,1.765320609,2
1,6h,3008,0,1.597342044,2
1,6h,3008,0,0.958417666,2
1,6h,3008,0,1.116649483,2
1,6h,3008,0,1.452274804,2
1,6h,3008,0,1.902970542,2
1,6h,3008,0,1.92526746,2
1,6h,3008,0,1.89447943,2
1,6h,3008,0,1.482780789,2
1,6h,3008,0,1.336365059,2
1,6h,3008,0,1.273212873,1
1,6h,3008,0,0.890099876,1
1,6h,3008,0,1.41697587,1
1,6h,3008,0,1.974764205,1
1,6h,3008,0,1.788907764,1
1,6h,3008,0,1.591791824,1
1,6h,3008,0,1.855383811,1
1,6h,3008,0,1.94420262,1
1,6h,3008,0,1.724232347,1
1,6h,3008,0,1.610446539,1
1,6h,3008,0,0.956466425,1
1,6h,3008,0,1.673602168,1
1,6h,3008,0,1.989876368,1
1,6h,3008,0,1.551589079,1
1,6h,3008,0,1.903266917,1
1,6h,3008,0,1.656043363,1
1,6h,3008,0,1.858551633,1
1,6h,3008,0,1.814048197,1
1,6h,3008,0,1.191072111,1
1,6h,3008,0,1.863178352,1
1,6h,3008,0,1.250525895,1
1,6h,3008,0,1.435818192,1
1,6h,3008,0,1.97507285,1
1,6h,3008,0,1.336677336,1
1,6h,3008,0,1.73372916,1
1,6h,3008,0,1.999720983,1
1,6h,3008,0,1.46305454,1
1,6h,3008,0,1.229489286,1
1,6h,3008,0,1.478284099,1
1,6h,3008,0,1.998342853,1
1,6h,3008,0,1.842339646,1
1,6h,3008,0,1.146135349,1
1,6h,3008,0,1.932672228,1
1,6h,3008,0,1.522581953,1
1,6h,3008,0,1.790595144,1
1,6h,3008,0,1.838299408,1
1,6h,3008,0,1.605420142,1
1,6h,3008,0,1.841986535,1
1,6h,3008,0,1.969882349,1
1,6h,3008,0,1.578196307,1
1,6h,3008,0,1.38314209,1
1,6h,3008,0,1.914601604,1
1,6h,3008,0,1.92684274,1
1,6h,3008,0,1.909890559,1
1,6h,3008,0,1.363569954,1
1,6h,3008,0,1.008210138,1
1,6h,3008,0,1.662601219,1
1,6h,3008,0,1.925570429,1
1,6h,3008,0,1.974952256,1
1,6h,3008,0,1.494169527,1
1,6h,3008,0,1.615645424,1
1,6h,3008,0,1.74342326,1
1,6h,3008,0,1.512598693,1
1,6h,3008,0,1.711786263,1
1,6h,3008,0,1.717163639,1
1,6h,3008,0,1.508505932,1
1,6h,3008,0,1.974275399,1
1,6h,3008,0,1.784256932,1
1,6h,3008,0,1.613242934,1
1,6h,3008,0,1.786740391,1
1,6h,3008,0,1.560750546,1
1,6h,3008,0,0.931653112,1
1,6h,3008,0,1.255609798,1
1,6h,3008,0,1.915228183,1
1,6h,3008,0,1.246438568,1
1,6h,3008,0,1.098458563,1
1,6h,3008,0,1.910727608,1
1,6h,3008,0,1.495909345,1
1,6h,3008,0,1.454865548,1
1,6h,3008,0,1.885759682,1
1,6h,3008,0,1.599095525,1
1,6h,3008,0,1.725054227,1
1,6h,3008,0,1.453988282,1
1,6h,3008,0,1.766449888,1
1,6h,3008,0,1.7536877,1
1,6h,3008,0,1.698967089,1
1,6h,3310,0,1.29296864,7
1,6h,3310,0,1.565503368,4
1,6h,3310,0,1.398790195,4
1,6h,3310,0,0.662924012,3
1,6h,3310,0,1.49904651,3
1,6h,3310,0,1.350888762,3
1,6h,3310,0,1.951990044,2
1,6h,3310,0,1.044341763,2
1,6h,3310,0,1.526412541,2
1,6h,3310,0,1.91917666,2
1,6h,3310,0,0.896589301,2
1,6h,3310,0,1.152333793,2
1,6h,3310,0,1.183010404,2
1,6h,3310,0,1.439934017,2
1,6h,3310,0,1.238449135,2
1,6h,3310,0,0.842562353,2
1,6h,3310,0,1.377515569,2
1,6h,3310,0,1.226308222,2
1,6h,3310,0,1.533937622,2
1,6h,3310,0,1.122374857,1
1,6h,3310,0,1.019833758,1
1,6h,3310,0,0.689354596,1
1,6h,3310,0,1.381989924,1
1,6h,3310,0,1.54938448,1
1,6h,3310,0,1.112821091,1
1,6h,3310,0,1.192833295,1
1,6h,3310,0,1.850217692,1
1,6h,3310,0,1.598901432,1
1,6h,3310,0,1.726767548,1
1,6h,3310,0,1.615892244,1
1,6h,3310,0,1.908570327,1
1,6h,3310,0,1.976910929,1
1,6h,3310,0,1.283525011,1
1,6h,3310,0,1.371858449,1
1,6h,3310,0,1.675933575,1
1,6h,3310,0,1.646373076,1
1,6h,3310,0,1.770601219,1
1,6h,3310,0,1.674563895,1
1,6h,3310,0,1.369952732,1
1,6h,3310,0,0.922124651,1
1,6h,3310,0,1.063804912,1
1,6h,3310,0,1.52543899,1
1,6h,3310,0,1.174962741,1
1,6h,3310,0,1.690971649,1
1,6h,3310,0,0.966768106,1
1,6h,3310,0,0.478398472,1
1,6h,3310,0,0.74052784,1
1,6h,3310,0,1.87950782,1
1,6h,3310,0,1.52576014,1
1,6h,3310,0,1.734547977,1
1,6h,3310,0,1.490673939,1
1,6h,3310,0,1.733787039,1
1,6h,3310,0,1.548213251,1
1,6h,3310,0,0.837549684,1
1,6h,3310,0,1.992289943,1
1,6h,3310,0,1.91234511,1
1,6h,3310,0,1.570902163,1
1,6h,3310,0,1.048553944,1
1,6h,3310,0,1.66766623,1
1,6h,3310,0,1.931422646,1
1,6h,3310,0,1.477273675,1
1,6h,3310,0,1.75604993,1
1,6h,3310,0,1.654735301,1
1,6h,3310,0,1.611528025,1
1,6h,3310,0,1.941664433,1
1,6h,3310,0,1.355402429,1
1,6h,3310,0,1.726579674,1
1,6h,3310,0,1.378370403,1
1,6h,3310,0,1.918263399,1
