"","Cap1","Cap2","Time","Distance"
"12138",436,255,583,0.996914144412146
"12154",436,3008,584,5.75712567186352
"12155",436,3310,584,0.97825610861829
"12156",436,100,584,3.2430366155332
"12157",436,116,584,1.38582040409866
"12158",436,449,584,1.95696125719673
"12159",436,255,584,1.54017173263373
"12175",436,3008,585,5.33851986349606
"12176",436,3310,585,1.09956556870475
"12177",436,100,585,2.26899542177612
"12178",436,116,585,1.44341797066402
"12179",436,449,585,1.86551630260392
"12180",436,255,585,1.31691257293755
"12196",436,3008,586,5.3116653811381
"12197",436,3310,586,1.17367302874353
"12198",436,100,586,1.97953798076723
"12199",436,116,586,1.43689942431975
"12200",436,449,586,1.95934588220151
"12201",436,255,586,1.61286579113081
"12217",436,3008,587,5.21331592179881
"12218",436,3310,587,1.10655234638945
"12219",436,100,587,1.59942325673975
"12220",436,116,587,1.62262299381798
"12221",436,449,587,1.79680161623369
"12222",436,255,587,1.47618601812238
"12238",436,3008,588,5.15591655941802
"12239",436,3310,588,1.10099799423069
"12240",436,100,588,1.31641339194799
"12241",436,116,588,1.69118558181088
"12242",436,449,588,1.64970304567216
"12243",436,255,588,1.74985816365213
"12259",436,3008,589,5.12618776711554
"12260",436,3310,589,1.14755633203778
"12261",436,100,589,1.20225331112041
"12262",436,116,589,1.30978205421513
"12263",436,449,589,1.59861472034384
"12264",436,255,589,1.61487163759229
"12280",436,3008,590,5.16112140558861
"12281",436,3310,590,1.15693867227265
"12282",436,100,590,1.23702491231988
"12283",436,116,590,0.992182024529773
"12284",436,449,590,1.61099156701703
"12285",436,255,590,1.50396958363525
"12301",436,3008,591,5.3050146128663
"12302",436,3310,591,1.12242529827156
"12303",436,100,591,0.887756235742673
"12304",436,116,591,1.20891497455363
"12305",436,449,591,1.26376218787397
"12306",436,255,591,1.46845007630495
"12322",436,3008,592,5.36728603680901
"12323",436,3310,592,1.14095900106007
"12324",436,100,592,0.94354470121982
"12325",436,116,592,1.14858529979275
"12326",436,449,592,1.30487274157291
"12327",436,255,592,1.52708673551963
"12343",436,3008,593,5.45194949864037
"12344",436,3310,593,1.18532691608687
"12345",436,100,593,0.761260974042411
"12346",436,116,593,1.1023064308077
"12347",436,449,593,1.0695202676434
"12348",436,255,593,1.62502886392827
"12364",436,3008,594,5.42572378565332
"12365",436,3310,594,1.07019606362573
"12366",436,100,594,0.721295140493821
"12367",436,116,594,0.945572754736515
"12368",436,449,594,1.38318584756352
"12369",436,255,594,1.65225023643515
"12385",436,3008,595,5.42183548956478
"12386",436,3310,595,1.03250279442721
"12387",436,100,595,0.337313033990683
"12388",436,116,595,1.04484504209955
"12389",436,449,595,1.4056729725651
"12390",436,255,595,1.80066484779928
"12406",436,3008,596,5.41514773135546
"12407",436,3310,596,1.00239665312689
"12408",436,100,596,0.78430305558502
"12409",436,116,596,1.365748990298
"12410",436,449,596,1.41768489203349
"12411",436,255,596,2.33172132846102
"12427",436,3008,597,5.42394158623451
"12428",436,3310,597,0.972027695130133
"12429",436,100,597,1.20544540718359
"12430",436,116,597,1.70199341778986
"12431",436,449,597,1.43784646951613
"12432",436,255,597,2.55054201286707
"12448",436,3008,598,5.21444531922161
"12449",436,3310,598,1.47682312136559
"12450",436,100,598,1.33474282393875
"12451",436,116,598,1.76740451923152
"12452",436,449,598,1.54504607394084
"12453",436,255,598,2.37777411269448
"12469",436,3008,599,4.91623161600948
"12470",436,3310,599,1.77474865647759
"12471",436,100,599,1.5189645575852
"12472",436,116,599,1.55417728750616
"12473",436,449,599,1.67562211855776
"12474",436,255,599,2.82534786150307
"12490",436,3008,600,4.8782858558007
"12491",436,3310,600,1.83301677440661
"12492",436,100,600,2.05091422999013
"12493",436,116,600,1.62866726687804
"12494",436,449,600,1.94530717101439
"12495",436,255,600,3.04328076775706
"12511",436,3008,601,4.8782858558007
"12512",436,3310,601,1.84974598602105
"12513",436,100,601,2.07258831124008
"12514",436,116,601,1.76792568992591
"12515",436,449,601,1.97000297796729
"12516",436,255,601,3.195513532345
"12532",436,3008,602,4.85050961806439
"12533",436,3310,602,2.11300599740654
"12534",436,100,602,2.26452327839857
"12535",436,116,602,1.74261294896486
"12536",436,449,602,1.95628626087799
"12537",436,255,602,3.19443490611407
"12553",436,3008,603,4.84734238031575
"12554",436,3310,603,2.13460498693693
"12555",436,100,603,2.48247910953953
"12556",436,116,603,1.79735937207894
"12557",436,449,603,1.96291101112608
"12558",436,255,603,3.32165075072621
"12574",436,3008,604,4.81090187031571
"12575",436,3310,604,2.16948892240915
"12576",436,100,604,2.56483651276053
"12577",436,116,604,1.75566785964772
"12578",436,449,604,2.00922517570829
"12579",436,255,604,3.38540504917802
"12595",436,3008,605,4.79629210340959
"12596",436,3310,605,2.35297393126996
"12597",436,100,605,2.69001501830547
"12598",436,116,605,1.7220858569479
"12599",436,449,605,1.99763051513537
"12600",436,255,605,3.49019248635373
"12616",436,3008,606,4.7840152257379
"12617",436,3310,606,2.46782188800164
"12618",436,100,606,2.70744271782876
"12619",436,116,606,1.70013149203231
"12620",436,449,606,1.95393147100915
"12621",436,255,606,3.45177423959042
"12637",436,3008,607,4.77902282760734
"12638",436,3310,607,2.42799971818367
"12639",436,100,607,2.89879076458167
"12640",436,116,607,1.74197446557061
"12641",436,449,607,1.95354998269816
"12642",436,255,607,3.44099585086934
"12658",436,3008,608,4.80219965568057
"12659",436,3310,608,2.40255500908928
"12660",436,100,608,2.87328843063205
"12661",436,116,608,1.75423134010312
"12662",436,449,608,1.97622378510127
"12663",436,255,608,3.46308712264072
"12679",436,3008,609,4.85238448629372
"12680",436,3310,609,2.36213630582572
"12681",436,100,609,2.83487459643914
"12682",436,116,609,1.91140038163123
"12683",436,449,609,2.19732169972901
"12684",436,255,609,3.44912599878578
"12700",436,3008,610,4.85331192529637
"12701",436,3310,610,2.34075394668128
"12702",436,100,610,2.59796282378405
"12703",436,116,610,1.72877649616716
"12704",436,449,610,2.38839318256019
"12705",436,255,610,3.44965210516945
"12721",436,3008,611,4.85813923266141
"12722",436,3310,611,2.03434474442657
"12723",436,100,611,2.44156736556582
"12724",436,116,611,1.7307455986655
"12725",436,449,611,2.5810428016792
"12726",436,255,611,3.45523887155432
"12742",436,3008,612,4.77129280598018
"12743",436,3310,612,1.80455186385873
"12744",436,100,612,2.38186429973986
"12745",436,116,612,1.80680536588754
"12746",436,449,612,2.88753625061228
"12747",436,255,612,3.63471610276511
"12763",436,3008,613,4.72534272979309
"12764",436,3310,613,1.43894961086203
"12765",436,100,613,1.60755755377405
"12766",436,116,613,1.8762775247548
"12767",436,449,613,2.89600908296228
"12768",436,255,613,3.62445681007513
"12784",436,3008,614,4.5553790088997
"12785",436,3310,614,1.07773190219089
"12786",436,100,614,1.46208457679438
"12787",436,116,614,1.90252203030609
"12788",436,449,614,3.01339439123059
"12789",436,255,614,3.57126891010744
"12805",436,3008,615,4.47486530249224
"12806",436,3310,615,0.994141943637829
"12807",436,100,615,1.78758617501367
"12808",436,116,615,2.2083646187394
"12809",436,449,615,3.01242308218816
"12810",436,255,615,3.60105258037147
"12826",436,3008,616,4.44330095828586
"12827",436,3310,616,0.976326416112972
"12828",436,100,616,2.06161015740125
"12829",436,116,616,2.36141319766364
"12830",436,449,616,3.00920940587391
"12831",436,255,616,3.57635968042925
"12847",436,3008,617,4.39482765086687
"12848",436,3310,617,1.1012112825884
"12849",436,100,617,2.41994143226649
"12850",436,116,617,2.54723250344369
"12851",436,449,617,3.10572179972708
"12852",436,255,617,3.67052645507426
"12868",436,3008,618,4.36868112694255
"12869",436,3310,618,1.11583127080218
"12870",436,100,618,2.55889979727617
"12871",436,116,618,2.62707038917879
"12872",436,449,618,3.18530118277691
"12873",436,255,618,3.74737894790479
"12889",436,3008,619,4.24254349845703
"12890",436,3310,619,1.14833176517068
"12891",436,100,619,2.76266647197956
"12892",436,116,619,2.99553982397163
"12893",436,449,619,3.44154851242867
"12894",436,255,619,3.56204476108878
"12910",436,3008,620,3.50371364305076
"12911",436,3310,620,1.1640175361222
"12912",436,100,620,2.42251709042475
"12913",436,116,620,3.03921215399649
"12914",436,449,620,3.44979548892394
"12915",436,255,620,2.8142672815495
"12931",436,3008,621,3.5001765696176
"12932",436,3310,621,1.14334244060999
"12933",436,100,621,2.17303127989452
"12934",436,116,621,3.04378980269663
"12935",436,449,621,2.30169438911859
"12936",436,255,621,2.81598626225342
"12952",436,3008,622,3.41971700877426
"12953",436,3310,622,1.04436841856693
"12954",436,100,622,1.86200953072212
"12955",436,116,622,2.77507802946151
"12956",436,449,622,1.9662732788196
"12957",436,255,622,2.87178525997331
"12973",436,3008,623,3.64168270605774
"12974",436,3310,623,1.11876339598684
"12975",436,100,623,1.63166337520948
"12976",436,116,623,2.38052579137467
"12977",436,449,623,1.66039408731783
"12978",436,255,623,2.68065706698936
"12994",436,3008,624,3.99437235253863
"12995",436,3310,624,1.10916037307506
"12996",436,100,624,1.34306568268272
"12997",436,116,624,2.13216072220178
"12998",436,449,624,1.24246098131893
"12999",436,255,624,2.55919420697219
"13015",436,3008,625,4.01028445355501
"13016",436,3310,625,1.10946932922907
"13017",436,100,625,1.17145746990661
"13018",436,116,625,2.1391175198198
"13019",436,449,625,1.32154294130005
"13020",436,255,625,2.7201313456155
"13036",436,3008,626,4.26191492078678
"13037",436,3310,626,1.10878861506601
"13038",436,100,626,1.02569176841778
"13039",436,116,626,1.98379012634906
"13040",436,449,626,1.38332628580534
"13041",436,255,626,2.77226084916265
"13057",436,3008,627,4.0207100826308
"13058",436,3310,627,1.0162536904238
"13059",436,100,627,0.717695699861717
"13060",436,116,627,1.64395835655895
"13061",436,449,627,1.20048228895723
"13062",436,255,627,2.69088374133852
"13078",436,3008,628,3.64364409261511
"13079",436,3310,628,0.94736420588916
"13080",436,100,628,0.541777022030281
"13081",436,116,628,0.982315592312369
"13082",436,449,628,0.477622668327206
"13083",436,255,628,2.2735189755531
"13099",436,3008,629,3.4675080793257
"13100",436,3310,629,1.15698754016627
"13101",436,100,629,0.842389229157163
"13102",436,116,629,0.94919212064787
"13103",436,449,629,0.46393407139377
"13104",436,255,629,2.29581787705384
"13120",436,3008,630,3.47054850121721
"13121",436,3310,630,1.18585441956422
"13122",436,100,630,0.967520410430705
"13123",436,116,630,0.985070321043123
"13124",436,449,630,0.468340701306218
"13125",436,255,630,2.47360774681436
"13141",436,3008,631,3.31761711929285
"13142",436,3310,631,1.35605799197527
"13143",436,100,631,1.12732764669372
"13144",436,116,631,0.926004443887825
"13145",436,449,631,0.654486840356626
"13146",436,255,631,2.54834453007752
"13162",436,3008,632,3.18689579133441
"13163",436,3310,632,1.36351480688697
"13164",436,100,632,1.28555441487321
"13165",436,116,632,1.07599991714684
"13166",436,449,632,0.676204234606676
"13167",436,255,632,2.57990175183572
"13183",436,3008,633,3.14176993726864
"13184",436,3310,633,1.38499552710469
"13185",436,100,633,1.42696461806171
"13186",436,116,633,1.05732237751785
"13187",436,449,633,0.682152862487581
"13188",436,255,633,2.5256041421262
"13204",436,3008,634,3.50237163523247
"13205",436,3310,634,1.38622380429713
"13206",436,100,634,1.55719498640986
"13207",436,116,634,1.27705093308764
"13208",436,449,634,0.675851412516094
"13209",436,255,634,2.55254159711766
"13225",436,3008,635,3.51105011339642
"13226",436,3310,635,1.37685891662871
"13227",436,100,635,1.82505072310333
"13228",436,116,635,1.29352486350282
"13229",436,449,635,0.657224136805702
"13230",436,255,635,2.58649993963677
"13246",436,3008,636,3.51105011339642
"13247",436,3310,636,1.37685891662871
"13248",436,100,636,1.82845282889661
"13249",436,116,636,1.29352486350282
"13250",436,449,636,0.660764164282537
"13251",436,255,636,2.63205781959838
"13267",436,3008,637,3.52372410906146
"13268",436,3310,637,1.37699374878755
"13269",436,100,637,1.82845282889661
"13270",436,116,637,1.29352486350282
"13271",436,449,637,0.660764164282537
"13272",436,255,637,2.64085569338974
"13288",436,3008,638,3.57883114771345
"13289",436,3310,638,1.37973712231715
"13290",436,100,638,1.82845282889661
"13291",436,116,638,1.29352486350282
"13292",436,449,638,0.663043857674588
"13293",436,255,638,2.68208962074518
"13309",436,3008,639,3.5867086355521
"13310",436,3310,639,1.38602800704026
"13311",436,100,639,1.83933993513978
"13312",436,116,639,1.29477439463406
"13313",436,449,639,0.665758444557784
"13314",436,255,639,2.68778094144761
"13330",436,3008,640,3.60903819733527
"13331",436,3310,640,1.39010847645067
"13332",436,100,640,1.85018006880412
"13333",436,116,640,1.29629672259094
"13334",436,449,640,0.680058714836447
"13335",436,255,640,2.69749730367039
"13351",436,3008,641,3.62449790532772
"13352",436,3310,641,1.39961418462375
"13353",436,100,641,1.87172499141834
"13354",436,116,641,1.30010221417395
"13355",436,449,641,0.443314649007903
"13356",436,255,641,2.46250649779853
"13372",436,3008,642,3.75544038771148
"13373",436,3310,642,1.44699464193894
"13374",436,100,642,1.83220330714143
"13375",436,116,642,1.23095849860992
"13376",436,449,642,0.301127554142759
"13377",436,255,642,2.34613134572641
"13393",436,3008,643,3.81380161882531
"13394",436,3310,643,1.45322339965334
"13395",436,100,643,1.83708947160992
"13396",436,116,643,1.22715363300607
"13397",436,449,643,0.292373695437876
"13398",436,255,643,2.31898470277404
"13414",436,3008,644,3.9599679927341
"13415",436,3310,644,1.45083362250811
"13416",436,100,644,1.86582019214071
"13417",436,116,644,1.27721601639699
"13418",436,449,644,0.316234714387905
"13419",436,255,644,2.30273991082363
"13435",436,3008,645,4.06146648359571
"13436",436,3310,645,1.50811945965829
"13437",436,100,645,1.94550590402599
"13438",436,116,645,1.00156279598485
"13439",436,449,645,0.276933175513516
"13440",436,255,645,2.31027782108559
"13456",436,3008,646,4.10814660073631
"13457",436,3310,646,1.47501731281365
"13458",436,100,646,1.99390458721073
"13459",436,116,646,0.856009013399392
"13460",436,449,646,0.310533666129778
"13461",436,255,646,2.36003206543894
"13477",436,3008,647,4.13057762205739
"13478",436,3310,647,1.48639489295409
"13479",436,100,647,1.99165777923819
"13480",436,116,647,0.717820443916165
"13481",436,449,647,0.381471546776428
"13482",436,255,647,2.36073570680837
"13498",436,3008,648,4.12580177110356
"13499",436,3310,648,1.28580071492436
"13500",436,100,648,1.98611125363107
"13501",436,116,648,0.672850151686094
"13502",436,449,648,0.4895609985487
"13503",436,255,648,2.28702644945353
"13519",436,3008,649,4.04404189436727
"13520",436,3310,649,1.26018677794206
"13521",436,100,649,1.9440029790615
"13522",436,116,649,0.709506381750016
"13523",436,449,649,0.415868472000463
"13524",436,255,649,2.23122057934665
"13540",436,3008,650,3.92393384163799
"13541",436,3310,650,1.08600275455452
"13542",436,100,650,1.85604548680791
"13543",436,116,650,0.84185607531454
"13544",436,449,650,0.536998808363669
"13545",436,255,650,2.17667468221597
"13561",436,3008,651,3.88039176031079
"13562",436,3310,651,1.12541609465122
"13563",436,100,651,1.86652626563357
"13564",436,116,651,1.18675802160171
"13565",436,449,651,0.559510796633094
"13566",436,255,651,2.13230822448351
"13582",436,3008,652,3.86185721328739
"13583",436,3310,652,1.10029527986809
"13584",436,100,652,1.85057292433992
"13585",436,116,652,1.19425914760407
"13586",436,449,652,0.562585099384084
"13587",436,255,652,2.11559036642257
"13603",436,3008,653,3.80252939079764
"13604",436,3310,653,0.851511169274954
"13605",436,100,653,1.84969756584691
"13606",436,116,653,1.24707544364244
"13607",436,449,653,0.571395511050796
"13608",436,255,653,2.06616651906375
"13624",436,3008,654,3.77092974705759
"13625",436,3310,654,0.857778625170854
"13626",436,100,654,1.94604406453194
"13627",436,116,654,1.30363091361627
"13628",436,449,654,0.585176635597321
"13629",436,255,654,2.09936558038375
"13645",436,3008,655,3.80907161634958
"13646",436,3310,655,0.84076801348529
"13647",436,100,655,2.05379284325367
"13648",436,116,655,1.3059499708779
"13649",436,449,655,0.58335467868956
"13650",436,255,655,2.11185067646839
"13666",436,3008,656,3.79096839713549
"13667",436,3310,656,0.78072608333525
"13668",436,100,656,2.07978076724447
"13669",436,116,656,1.34203713222697
"13670",436,449,656,0.615554762493964
"13671",436,255,656,2.11224714737646
"13687",436,3008,657,3.79384677605462
"13688",436,3310,657,0.726360862725959
"13689",436,100,657,2.07960666523744
"13690",436,116,657,1.03780264625988
"13691",436,449,657,0.592339021959553
"13692",436,255,657,2.15592441059514
"13708",436,3008,658,3.79058101190649
"13709",436,3310,658,0.713168872638171
"13710",436,100,658,2.1284230651823
"13711",436,116,658,1.04453237857713
"13712",436,449,658,0.613514888406141
"13713",436,255,658,2.15253248772231
"13729",436,3008,659,3.85296636091272
"13730",436,3310,659,0.713481392609506
"13731",436,100,659,2.10124090651215
"13732",436,116,659,1.17758759125765
"13733",436,449,659,0.676412145999759
"13734",436,255,659,2.13413096587346
"13750",436,3008,660,3.85296636091272
"13751",436,3310,660,0.710157496404847
"13752",436,100,660,2.05449217744921
"13753",436,116,660,0.955829433717648
"13754",436,449,660,0.686113316151202
"13755",436,255,660,2.14480550498175
"13771",436,3008,661,3.85317175488259
"13772",436,3310,661,0.709867670555576
"13773",436,100,661,1.99284356556153
"13774",436,116,661,0.728475601719783
"13775",436,449,661,0.700297280228904
"13776",436,255,661,2.19786897402916
"13792",436,3008,662,3.64678698946423
"13793",436,3310,662,0.820983197696518
"13794",436,100,662,1.85542356032255
"13795",436,116,662,0.453931734074629
"13796",436,449,662,0.775547309527923
"13797",436,255,662,2.06070981047793
"13813",436,3008,663,3.54403244085231
"13814",436,3310,663,0.951481779804532
"13815",436,100,663,1.74373053597739
"13816",436,116,663,0.378248219163025
"13817",436,449,663,0.877507547042189
"13818",436,255,663,1.97035267206153
"13834",436,3008,664,3.23949064772251
"13835",436,3310,664,1.1920691874216
"13836",436,100,664,1.43530707258064
"13837",436,116,664,0.657839853307778
"13838",436,449,664,1.20919341846373
"13839",436,255,664,1.69452994550111
"13855",436,3008,665,3.21456672305019
"13856",436,3310,665,1.21909907181492
"13857",436,100,665,1.40354656174991
"13858",436,116,665,0.596100881814479
"13859",436,449,665,1.21270893097066
"13860",436,255,665,1.69806746429581
"13876",436,3008,666,2.99635798592752
"13877",436,3310,666,1.4098655726345
"13878",436,100,666,1.16472545267114
"13879",436,116,666,0.56731818127044
"13880",436,449,666,1.43354788575617
"13881",436,255,666,1.4991856705225
"13897",436,3008,667,2.87324942185776
"13898",436,3310,667,1.47009207286483
"13899",436,100,667,1.11800507431764
"13900",436,116,667,0.589912226182845
"13901",436,449,667,1.46751899614826
"13902",436,255,667,1.44869884113297
"13918",436,3008,668,2.79341186984125
"13919",436,3310,668,1.49917564964883
"13920",436,100,668,0.949614395425849
"13921",436,116,668,0.649294055109085
"13922",436,449,668,1.5343045845581
"13923",436,255,668,1.20667206920522
"13939",436,3008,669,2.6882808917109
"13940",436,3310,669,1.5912732554153
"13941",436,100,669,0.766576445307316
"13942",436,116,669,0.710001156407509
"13943",436,449,669,1.68928187219777
"13944",436,255,669,1.12936607089995
"13960",436,3008,670,2.63122139216486
"13961",436,3310,670,1.64357317737909
"13962",436,100,670,0.696310631327714
"13963",436,116,670,0.774240935949527
"13964",436,449,670,1.75444515740333
"13965",436,255,670,1.08826381934713
"13981",436,3008,671,2.58446518156738
"13982",436,3310,671,1.67284810819751
"13983",436,100,671,0.641868967391321
"13984",436,116,671,0.682451960287315
"13985",436,449,671,1.78498692735717
"13986",436,255,671,1.03724991246083
"14002",436,3008,672,2.62924876437827
"14003",436,3310,672,1.66116575467351
"14004",436,100,672,0.645277976301687
"14005",436,116,672,0.678388013676539
"14006",436,449,672,1.80349210079667
"14007",436,255,672,1.03659319566549
"14023",436,3008,673,2.64932171245535
"14024",436,3310,673,1.65076404325391
"14025",436,100,673,0.648324491130792
"14026",436,116,673,0.732228464483593
"14027",436,449,673,1.78834443643723
"14028",436,255,673,1.03659319566549
"14044",436,3008,674,2.67078813148617
"14045",436,3310,674,1.62538235803149
"14046",436,100,674,0.67177794582734
"14047",436,116,674,0.701973937051797
"14048",436,449,674,1.59948401292917
"14049",436,255,674,1.04098745467945
"14065",436,3008,675,2.64866983191325
"14066",436,3310,675,1.5275049525288
"14067",436,100,675,0.700519377176678
"14068",436,116,675,0.623136814110673
"14069",436,449,675,1.51812373460005
"14070",436,255,675,1.06159686816607
"14086",436,3008,676,2.43755750197926
"14087",436,3310,676,1.38158650177975
"14088",436,100,676,0.639146059128897
"14089",436,116,676,0.59876470278399
"14090",436,449,676,1.49795960975455
"14091",436,255,676,0.85126680882083
"14107",436,3008,677,2.22798437775119
"14108",436,3310,677,1.28836737610047
"14109",436,100,677,0.610608718001963
"14110",436,116,677,0.674679934191021
"14111",436,449,677,1.71251112883274
"14112",436,255,677,0.613283369251115
"14128",436,3008,678,2.11691767744124
"14129",436,3310,678,1.0671178515047
"14130",436,100,678,0.950106574758853
"14131",436,116,678,0.677463250073389
"14132",436,449,678,1.62472582680771
"14133",436,255,678,0.812785649541132
"14149",436,3008,679,2.08032233530701
"14150",436,3310,679,1.13716401319247
"14151",436,100,679,0.970295871474263
"14152",436,116,679,0.697638161298535
"14153",436,449,679,1.66631270161876
"14154",436,255,679,0.825804422063723
"14170",436,3008,680,2.28955337392016
"14171",436,3310,680,1.60512632182019
"14172",436,100,680,1.40780572828782
"14173",436,116,680,1.0243029122286
"14174",436,449,680,1.55844135680365
"14175",436,255,680,1.236224954084
"14191",436,3008,681,2.25494609266501
"14192",436,3310,681,1.59156776839694
"14193",436,100,681,1.41248377102181
"14194",436,116,681,0.873552118250537
"14195",436,449,681,1.57543550632706
"14196",436,255,681,1.23364928966866
"14212",436,3008,682,2.21604973482032
"14213",436,3310,682,1.61012942181677
"14214",436,100,682,1.42347894065912
"14215",436,116,682,0.803068744130912
"14216",436,449,682,1.61123943748159
"14217",436,255,682,1.23393168931671
"14233",436,3008,683,2.2239511469736
"14234",436,3310,683,1.64170661221791
"14235",436,100,683,1.48398799378566
"14236",436,116,683,0.776095548627874
"14237",436,449,683,1.64885813844764
"14238",436,255,683,1.24291287635136
"14254",436,3008,684,2.19001636478662
"14255",436,3310,684,1.66257831809512
"14256",436,100,684,1.49732741272575
"14257",436,116,684,0.79444251982129
"14258",436,449,684,1.69299501969882
"14259",436,255,684,1.24729195355378
"14275",436,3008,685,2.2657819246638
"14276",436,3310,685,1.65699652449847
"14277",436,100,685,1.53932083978617
"14278",436,116,685,0.789701009370002
"14279",436,449,685,1.69627752609206
"14280",436,255,685,1.21679142164958
"14296",436,3008,686,2.32033685523185
"14297",436,3310,686,1.67716001425028
"14298",436,100,686,1.68939137366094
"14299",436,116,686,0.786422786673937
"14300",436,449,686,1.72925996597533
"14301",436,255,686,1.16207106641548
"14317",436,3008,687,2.30236400895845
"14318",436,3310,687,1.62374219955016
"14319",436,100,687,1.86076604270929
"14320",436,116,687,0.633914211940385
"14321",436,449,687,1.73077250114653
"14322",436,255,687,1.16371961064511
"14338",436,3008,688,2.41521538196311
"14339",436,3310,688,1.75005330111857
"14340",436,100,688,1.97741312633349
"14341",436,116,688,0.691797318378729
"14342",436,449,688,2.00904355618389
"14343",436,255,688,1.29045983963702
"14359",436,3008,689,2.49333906695219
"14360",436,3310,689,1.82803110010853
"14361",436,100,689,2.11348426691187
"14362",436,116,689,0.685849935951007
"14363",436,449,689,1.77105982678762
"14364",436,255,689,1.39630964397013
"14380",436,3008,690,2.46793243749199
"14381",436,3310,690,1.81085995647482
"14382",436,100,690,1.93940535473222
"14383",436,116,690,0.705891433114186
"14384",436,449,690,1.76649449726315
"14385",436,255,690,1.39282616386396
"14401",436,3008,691,2.47860078023695
"14402",436,3310,691,1.90908070637257
"14403",436,100,691,1.97080188417405
"14404",436,116,691,0.769024881953764
"14405",436,449,691,1.82906606239933
"14406",436,255,691,1.47265462850731
"14422",436,3008,692,2.34307869445805
"14423",436,3310,692,1.80737767240276
"14424",436,100,692,1.91400712002333
"14425",436,116,692,0.685441599992297
"14426",436,449,692,1.90566335724886
"14427",436,255,692,1.36333494673906
"14443",436,3008,693,2.34118971115611
"14444",436,3310,693,1.85913873401099
"14445",436,100,693,1.84181669853436
"14446",436,116,693,0.751173450941925
"14447",436,449,693,1.90566335724886
"14448",436,255,693,1.37418141356955
"14464",436,3008,694,2.35745556215239
"14465",436,3310,694,1.94772344007048
"14466",436,100,694,1.70348438633878
"14467",436,116,694,0.754827445778173
"14468",436,449,694,1.90319627355168
"14469",436,255,694,1.3363175440366
"14485",436,3008,695,2.36955638545767
"14486",436,3310,695,1.94383339062277
"14487",436,100,695,1.7177913953679
"14488",436,116,695,0.794464370755543
"14489",436,449,695,1.93891736909055
"14490",436,255,695,1.34242824597816
"14506",436,3008,696,2.2824815372877
"14507",436,3310,696,1.93232645746002
"14508",436,100,696,1.7269135393528
"14509",436,116,696,0.89302215162895
"14510",436,449,696,2.08550341936905
"14511",436,255,696,1.45853081026765
"14527",436,3008,697,2.34037046436226
"14528",436,3310,697,1.87997600035213
"14529",436,100,697,1.72870397376185
"14530",436,116,697,0.89302215162895
"14531",436,449,697,2.08220997174252
"14532",436,255,697,1.45853081026765
"14548",436,3008,698,2.26127168135031
"14549",436,3310,698,1.78389180773387
"14550",436,100,698,1.85017142994913
"14551",436,116,698,0.89302215162895
"14552",436,449,698,2.08341111968425
"14553",436,255,698,1.24175146349823
"14569",436,3008,699,2.30802583397933
"14570",436,3310,699,1.63883866057645
"14571",436,100,699,1.85017142994913
"14572",436,116,699,0.89302215162895
"14573",436,449,699,2.08328802041412
"14574",436,255,699,0.976443178582349
"14590",436,3008,700,2.61433813765951
"14591",436,3310,700,1.51545992362055
"14592",436,100,700,1.85017142994913
"14593",436,116,700,0.89302215162895
"14594",436,449,700,2.02294169328753
"14595",436,255,700,0.851794824708392
"14611",436,3008,701,2.59972919597811
"14612",436,3310,701,1.49953604111405
"14613",436,100,701,1.84197619099705
"14614",436,116,701,0.889485034387875
"14615",436,449,701,2.02207506540707
"14616",436,255,701,0.807271759013035
"14632",436,3008,702,2.65522559013373
"14633",436,3310,702,1.50075887367025
"14634",436,100,702,1.7881730975216
"14635",436,116,702,0.834080222160914
"14636",436,449,702,1.95516447043235
"14637",436,255,702,0.80019496686745
"14653",436,3008,703,2.72707167227504
"14654",436,3310,703,1.45934157095726
"14655",436,100,703,1.72006368171763
"14656",436,116,703,0.714279462356296
"14657",436,449,703,1.83308094668212
"14658",436,255,703,0.831078228053172
"14674",436,3008,704,2.62357488632305
"14675",436,3310,704,1.44744591305651
"14676",436,100,704,1.69809114027016
"14677",436,116,704,0.68125183408487
"14678",436,449,704,1.76155850895989
"14679",436,255,704,0.863783642264659
"14695",436,3008,705,2.5870453729815
"14696",436,3310,705,1.43260284811388
"14697",436,100,705,1.70481434551214
"14698",436,116,705,0.68125183408487
"14699",436,449,705,1.76155850895989
"14700",436,255,705,0.665697003946991
"14716",436,3008,706,2.54751817118348
"14717",436,3310,706,1.32594344604474
"14718",436,100,706,1.87419462142249
"14719",436,116,706,0.627721941905012
"14720",436,449,706,1.77817332224505
"14721",436,255,706,0.545107548442507
"14737",436,3008,707,3.27961383503577
"14738",436,3310,707,1.6589347913794
"14739",436,100,707,2.1555134182577
"14740",436,116,707,0.960782554280104
"14741",436,449,707,1.05324463791704
"14742",436,255,707,0.694649247900694
"14758",436,3008,708,3.28808570176706
"14759",436,3310,708,1.69554826329303
"14760",436,100,708,2.19456793285056
"14761",436,116,708,0.904262019138258
"14762",436,449,708,1.09834988520234
"14763",436,255,708,0.396158530136611
"14779",436,3008,709,4.26002545431656
"14780",436,3310,709,2.21330754162181
"14781",436,100,709,2.67912929090778
"14782",436,116,709,1.19573856686987
"14783",436,449,709,0.352383959515753
"14784",436,255,709,0.771957769036623
"14800",436,3008,710,4.46141501586447
"14801",436,3310,710,2.76539914330572
"14802",436,100,710,2.99099697051936
"14803",436,116,710,1.18408878338408
"14804",436,449,710,0.304375222966653
